NR_CONVENIO;ANO;UNID RESP;MODALIDADE;RP;VINCULAÇÃO;C / D;DESCRIÇÃO RP;AUTOR;PROPOSTA;PROCESSO;CNPJ;PROPONENTES;UF;SITUACAO;SITUACAO DE CONTRATACAO ATUAL;EMPENHADO;PUBLICACAO;OBJETO;CATEGORIA; VL_GLOBAL_CONV; VL_REPASSE_CONV; VL_CONTRAPARTIDA_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIA_LIMITE_PREST_CONTAS;SUB_ROGACAO;ESTADO;NR_EMENDA;NOME_PARLAMENTAR;BENEFICIARIO_EMENDA;IND_IMPOSITIVO;TIPO_PARLAMENTAR; VALOR_REPASSE_PROPOSTA_EMENDA; VALOR_REPASSE_EMENDA
921869;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;044746/2021;21000.110036/2021-11;05.196.563/0001-10;MUNICIPIO DE BUJARU;PA;Em execução;Em execução;Normal;sim;Aquisição de Maquinário Agrícola para o Município de Bujaru/PA;MÁQUINAS E EQUIPAMENTOS; 337.833,33 ; 286.500,00 ; 51.333,33 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Pará;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
921884;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;044523/2021;21000.110038/2021-01;18.299.511/0001-11;MUNICIPIO DE PASSABEM;MG;Em execução;Em execução;Normal;sim;Mecanização Agrícola;MÁQUINAS E EQUIPAMENTOS; 522.225,00 ; 477.500,00 ; 44.725,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;477500;477500
921887;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048273/2021;21000.110037/2021-58;18.296.673/0001-04;MUNICIPIO DE PAINEIRAS;MG;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;Aquisição de patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 212.666,67 ; 200.550,00 ; 12.116,67 ;15/12/2021;14/12/2024;14/12/2024;Lote 26;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;200550;200550
921889;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;045579/2021;21000.110034/2021-14;18.363.952/0001-35;MUNICIPIO DE MOEDA;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 343.000,00 ; 334.250,00 ; 8.750,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;716252,87;334250
921890;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048289/2021;21000.110039/2021-47;18.260.489/0001-04;MUNICIPIO DE TUPACIGUARA;MG;Em execução;Em execução;Normal;sim;Aquisição de máquinas e implementos agrícolas.;MÁQUINAS E EQUIPAMENTOS; 203.050,00 ; 200.550,00 ; 2.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;391550;200550
921894;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;030463/2021;21000.110033/2021-70;16.901.381/0001-10;MUNICIPIO DE LAGOA DOS PATOS;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA.;MÁQUINAS E EQUIPAMENTOS; 200.000,00 ; 191.000,00 ; 9.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 24;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;191000;191000
921896;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;049191/2021;21000.110032/2021-25;01.613.372/0001-56;MUNICIPIO DE JOSE GONCALVES DE MINAS;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE MÁQUINAS E IMPLEMENTOS AGRÍCOLAS.;MÁQUINAS E EQUIPAMENTOS; 124.558,00 ; 124.150,00 ; 408,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;124150;124150
921898;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048394/2021;21000.110040/2021-71;18.188.235/0001-14;MUNICIPIO DE SOLEDADE DE MINAS;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 480.000,00 ; 477.500,00 ; 2.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;859500;477500
921900;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048384/2021;21000.059121/2022-51;18.349.944/0001-34;MUNICIPIO DE RUBIM;MG;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 192.910,00 ; 191.000,00 ; 1.910,00 ;29/11/2021;29/11/2024;29/11/2024;Lote 26;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;191000;191000
921901;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048327/2021;21000.110043/2021-13;18.347.419/0001-80;MUNICIPIO DE SANTA MARIA DO SALTO;MG;Em execução;Em execução;Normal;sim;Aquisição de patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 320.000,00 ; 286.500,00 ; 33.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 24;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;487050;286500
921902;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048381/2021;21000.110042/2021-61;01.609.942/0001-34;MUNICIPIO DE URUANA DE MINAS;MG;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada para o município de Uruana de Minas-MG.;MÁQUINAS E EQUIPAMENTOS; 237.900,00 ; 200.550,00 ; 37.350,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;200550;200550
921905;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;045095/2021;21000.110044/2021-50;18.133.439/0001-58;MUNICIPIO DE PEDRA DO ANTA;MG;Em execução;Em execução;Normal;sim;Aquisição de Equipamento Agrícola;MÁQUINAS E EQUIPAMENTOS; 337.000,00 ; 305.600,00 ; 31.400,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;305600;305600
921906;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;047245/2021;21000.110046/2021-49;17.744.798/0001-89;MUNICIPIO DE TABULEIRO;MG;Em execução;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 369.000,00 ; 286.500,00 ; 82.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
921907;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;LAURIETE / EMENDA 5;051205/2021;21000.110045/2021-02;01.619.232/0001-95;MUNICIPIO DE VILA VALERIO;ES;Em execução;Em execução;Cláusula Suspensiva;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 350.000,00 ; 191.000,00 ; 159.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 21;Espírito Santo;27730005;LAURIETE;0;SIM;INDIVIDUAL;191000;191000
921908;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;046607/2021;21000.110047/2021-93;17.710.476/0001-19;MUNICIPIO DE SANTO ANTONIO DO AVENTUREIRO;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 413.333,33 ; 238.750,00 ; 174.583,33 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;620750;238750
921909;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;047777/2021;21000.110049/2021-82;18.303.248/0001-97;MUNICIPIO DE SANTO ANTONIO DO RIO ABAIXO;MG;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 396.500,00 ; 286.500,00 ; 110.000,00 ;4/11/2021;3/11/2024;3/11/2024;Lote 26;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
921910;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;044968/2021;21000.110048/2021-38;18.404.962/0001-71;MUNICIPIO DE PESCADOR;MG;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 516.950,00 ; 477.500,00 ; 39.450,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;477500;477500
921911;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;049142/2021;21000.110050/2021-15;18.114.223/0001-45;MUNICIPIO DE TOMBOS;MG;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada;MÁQUINAS E EQUIPAMENTOS; 486.666,67 ; 286.500,00 ; 200.166,67 ;30/12/2021;30/8/2024;29/10/2024;Lote 26;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
921915;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048579/2021;21000.110051/2021-51;18.260.489/0001-04;MUNICIPIO DE TUPACIGUARA;MG;Em execução;Em execução;Normal;sim;Aquisição de máquinas e implementos agrícolas;MÁQUINAS E EQUIPAMENTOS; 193.000,00 ; 191.000,00 ; 2.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;391550;191000
921918;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;047069/2021;21000.110052/2021-04;18.307.488/0001-60;MUNICIPIO DE SAO JOAO EVANGELISTA;MG;Em execução;Em execução;Normal;sim;Aquisição patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 550.000,00 ; 477.500,00 ; 72.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;477500;477500
921922;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;049246/2021;21000.110054/2021-95;18.008.912/0001-75;MUNICIPIO DE SERRANOS;MG;Em execução;Em execução;Normal;sim;Aquisição de patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 568.333,33 ; 286.500,00 ; 281.833,33 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
921942;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;047009/2021;21000.110058/2021-73;18.316.257/0001-12;MUNICIPIO DE PIEDADE DE PONTE NOVA;MG;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 271.166,67 ; 238.750,00 ; 32.416,67 ;27/10/2021;26/10/2024;26/10/2024;Lote 26;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;238750;238750
921944;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048367/2021;21000.110060/2021-42;18.025.981/0001-97;MUNICIPIO DE PIRANGUCU;MG;Em execução;Em execução;Normal;sim;Aquisição de patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 390.000,00 ; 382.000,00 ; 8.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;382000;382000
921946;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;035236/2021;21000.110063/2021-86;03.156.999/0001-50;MUNICIPIO DE ITAPORA;MS;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE CAMINHÃO;MÁQUINAS E EQUIPAMENTOS; 777.060,00 ; 651.310,00 ; 125.750,00 ;30/12/2021;20/12/2024;18/2/2025;Lote 7;Mato Grosso do Sul;;;;;;;
921947;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;048589/2021;21000.110064/2021-21;18.013.326/0001-19;MUNICIPIO DE PORTEIRINHA;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE ATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 279.593,33 ; 200.550,00 ; 79.043,33 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;200550;200550
921948;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;014750/2021;21000.110089/2021-24;03.352.986/0001-57;MUNICIPIO DE PEDRO GOMES;MS;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 431.833,33 ; 421.833,33 ; 10.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 21;Mato Grosso do Sul;;;;;;;
921949;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;030259/2021;21000.082229/2021-67;17.735.754/0001-92;MUNICIPIO DE RECREIO;MG;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;AQUISIÇÃO DE MÁQUINA E/OU IMPLEMENTO AGRÍCOLA.;MÁQUINAS E EQUIPAMENTOS; 246.390,00 ; 238.750,00 ; 7.640,00 ;15/7/2021;14/7/2024;14/7/2024;Lote 26;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;238750;238750
921950;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;014202/2021;21000.020360/2022-11;01.612.684/0001-45;MUNICIPIO DE SAO JOSE DE PRINCESA;PB;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 240.550,00 ; 238.750,00 ; 1.800,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Paraíba;;;;;;;
921951;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050160/2021;21000.110473/2021-27;01.612.693/0001-36;MUNICIPIO DE SANTA INES;PB;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 239.750,00 ; 238.750,00 ; 1.000,00 ;30/12/2021;29/12/2024;29/12/2024;Lote 26;Paraíba;;;;;;;
921952;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050186/2021;21000.110475/2021-16;09.074.345/0001-64;MUNICIPIO DE SAO JOAO DO CARIRI;PB;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 239.250,00 ; 238.750,00 ; 500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 24;Paraíba;;;;;;;
921953;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050125/2021;21000.110476/2021-61;08.926.263/0001-38;MUNICIPIO DE ALAGOINHA;PB;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 241.250,00 ; 238.750,00 ; 2.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 26;Paraíba;;;;;;;
921954;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050150/2021;21000.110477/2021-13;08.874.984/0001-41;MUNICIPIO DE CACIMBA DE AREIA;PB;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 239.750,00 ; 238.750,00 ; 1.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Paraíba;;;;;;;
921955;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050555/2021;21000.110478/2021-50;01.612.757/0001-07;MUNICIPIO DE COXIXOLA;PB;Em execução;Em execução;Normal;sim;Aquisição de patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 241.250,00 ; 238.750,00 ; 2.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Paraíba;;;;;;;
921957;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050154/2021;21000.110481/2021-73;08.924.011/0001-70;MUNICIPIO DE MONTE HOREBE;PB;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 241.250,00 ; 238.750,00 ; 2.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 24;Paraíba;;;;;;;
921958;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;050165/2021;21000.110482/2021-18;08.786.626/0001-87;MUNICIPIO DE PILOES;PB;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 241.250,00 ; 238.750,00 ; 2.500,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 24;Paraíba;;;;;;;
921963;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;052200/2021;21000.110496/2021-31;14.215.826/0001-82;MUNICIPIO DE PARIPIRANGA;BA;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada;MÁQUINAS E EQUIPAMENTOS; 1.911.912,00 ; 1.910.000,00 ; 1.912,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 24;Bahia;;;;;;;
921982;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;052317/2021;21000.110563/2021-18;03.073.699/0001-08;MUNICIPIO DE NIOAQUE;MS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 1.429.000,00 ; 1.146.000,00 ; 283.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Mato Grosso do Sul;;;;;;;
921983;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;047986/2021;21000.110567/2021-04;18.457.291/0001-07;MUNICIPIO DE CAMPINA VERDE;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE MÁQUINA AGRÍCOLA.;MÁQUINAS E EQUIPAMENTOS; 485.000,00 ; 238.750,00 ; 246.250,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;238750;238750
921985;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;051782/2021;21000.110574/2021-06;15.479.751/0001-00;MUNICIPIO DE DOURADINA;MS;Em execução;Em execução;Normal;sim;Aquisição de patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 360.000,00 ; 343.800,00 ; 16.200,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Mato Grosso do Sul;;;;;;;
921986;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;048574/2021;21000.110577/2021-31;26.042.515/0001-48;MUNICIPIO DE CARNEIRINHO;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE MÁQUINA AGRÍCOLA;MÁQUINAS E EQUIPAMENTOS; 220.000,00 ; 200.550,00 ; 19.450,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Minas Gerais;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;200550;200550
921987;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;051986/2021;21000.110580/2021-55;03.155.934/0001-90;MUNICIPIO DE NAVIRAI;MS;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA PARA ATENDER O MUNICÍPIO DE NAVIRAÍ - MS;MÁQUINAS E EQUIPAMENTOS; 1.285.000,00 ; 955.000,00 ; 330.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Mato Grosso do Sul;;;;;;;
921989;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;052063/2021;21000.110582/2021-44;01.613.360/0001-21;MUNICIPIO DE DOUTOR RICARDO;RS;Em execução;Em execução;Normal;sim;AQUISIÇÃO PATRULHA AGRICOLA MECANIZADA;MÁQUINAS E EQUIPAMENTOS; 725.000,00 ; 573.000,00 ; 152.000,00 ;28/12/2021;28/8/2024;27/10/2024;Lote 16;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;573000;573000
921990;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;018983/2021;21000.110583/2021-99;03.501.533/0001-45;MUNICIPIO DE JARAGUARI;MS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 976.666,66 ; 716.250,00 ; 260.416,66 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Mato Grosso do Sul;;;;;;;
921993;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 791;052012/2021;21000.110591/2021-35;91.342.667/0001-28;MUNICIPIO DE PANTANO GRANDE;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 950.000,00 ; 673.956,87 ; 276.043,13 ;30/12/2021;30/8/2024;29/10/2024;Lote 16;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;673956,87;673956,87
922018;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;051370/2021;21000.110667/2021-22;04.056.206/0001-94;MUNICIPIO DE ALTO ALEGRE;RR;Em execução;Em execução;Normal;sim;Aquisição de máquinas e equipamentos agrícolas;MÁQUINAS E EQUIPAMENTOS; 2.870.000,00 ; 2.865.000,00 ; 5.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Roraima;;;;;;;
922019;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;018330/2021;21000.110672/2021-35;01.989.813/0001-19;MUNICIPIO DE LAGUNA CARAPA;MS;Em execução;Em execução;Normal;sim;Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 602.100,00 ; 592.100,00 ; 10.000,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Mato Grosso do Sul;;;;;;;
922020;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;051269/2021;21000.110677/2021-68;63.761.969/0001-03;MUNICIPIO DE CASTANHEIRAS;RO;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;Aquisição de Maquinas e/ou Implementos Agrícola;MÁQUINAS E EQUIPAMENTOS; 250.000,00 ; 238.750,00 ; 11.250,00 ;31/12/2021;31/12/2023;31/12/2023;Lote 26;Rondônia;;;;;;;
922022;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;017800/2021;21000.110683/2021-15;37.226.644/0001-02;MUNICIPIO DE NOVO HORIZONTE DO SUL;MS;Prestação de Contas em Complementação;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA PARA O MUNICÍPIO DE NOVO HORIZONTE DO SUL/MS.;MÁQUINAS E EQUIPAMENTOS; 638.630,00 ; 534.800,00 ; 103.830,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 7;Mato Grosso do Sul;;;;;;;
922028;2021;CME;Convênio;2;400;D;PRIMARIO DISCRICIONARIO;SEM EMENDA;032239/2021;21000.110694/2021-03;17.361.639/0001-03;MUNICIPIO DE PARAISO DAS AGUAS;MS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 1.476.233,33 ; 955.000,00 ; 521.233,33 ;30/12/2021;7/2/2025;8/4/2025;Lote 7;Mato Grosso do Sul;;;;;;;
